ORTHOMCL	NCRA	CTHT	Pfam	CAZY	MEROPS
ORTHO_02080	1	1	MitMem_reg (2); JAB (2)		MER030137 (1)
ORTHO_02081	1	1	PWI (2)		
ORTHO_02082	1	1	PHD (4); ARID (2); JmjN (2); JmjC (2); zf-C5HC2 (2); PLU-1 (2)		
ORTHO_02083	1	1	Lipin_N (2); LNS2 (2)		
ORTHO_02084	1	1	Cwf_Cwc_15 (2)		
ORTHO_02085	1	1	EAP30 (2); Vps36_ESCRT-II (2); Vps36-NZF-N (1)		
ORTHO_02086	1	1	DUF3381 (2); Spb1_C (2); FtsJ (2)		
ORTHO_02087	1	1	tRNA-synt_1g (2)		
ORTHO_02088	1	1	Telomere_Sde2 (2)		
ORTHO_02089	1	1	Bactofilin (2)		
ORTHO_02090	1	1	MPC (2)		
ORTHO_02091	1	1	SH3_1 (2); SH3_2 (2); SH3_9 (2); FCH (2)		
ORTHO_02092	1	1	Amidase (2)		
ORTHO_02093	1	1	Sec5 (2)		
ORTHO_02094	1	1	DNA_ligase_A_M (2); RNA_ligase (2); BRCT (2); DNA_ligase_A_N (2); DNA_ligase_A_C (2); BRCT_2 (2)		
ORTHO_02095	1	1			
ORTHO_02096	1	1	X8 (2); Glyco_hydro_72 (2); Glyco_hydro_2_C (1)	CBM43.hmm (2); GH72.hmm (2)	
ORTHO_02097	1	1	RNA_polI_A34 (2)		
ORTHO_02098	1	1			
ORTHO_02099	1	1	Cpn10 (2)		
ORTHO_02100	1	1	Methyltransf_16 (2)		
ORTHO_02101	1	1	bZIP_2 (2)		
ORTHO_02102	1	1	Aminotran_5 (2); Aminotran_1_2 (2); Cys_Met_Meta_PP (2); DegT_DnrJ_EryC1 (1)		
ORTHO_02103	1	1	Ribosomal_L27 (2)		
ORTHO_02104	1	1	CTD_bind (2)		
ORTHO_02105	1	1	Prefoldin_2 (2)		
ORTHO_02106	1	1	Ank_4 (9); Ank_3 (7); Ank (7); Ank_5 (6); Ank_2 (6)		
ORTHO_02107	1	1	TRAUB (2); AATF-Che1 (2)		
ORTHO_02108	1	1			
ORTHO_02109	1	1	Sod_Fe_C (4)		
ORTHO_02110	1	1	Na_H_Exchanger (2)		
ORTHO_02111	1	1	GST_N_3 (2); GST_N_2 (1); GST_C_2 (1); GST_C (1)		
ORTHO_02112	1	1	Fungal_trans_2 (1)		
ORTHO_02113	1	1	CRT10 (3)		
ORTHO_02114	1	1	zf-RING_2 (2); zinc_ribbon_6 (2); zf-CHY (2); zf-RING_UBOX (1)		
ORTHO_02115	1	1	AIM24 (2)		
ORTHO_02116	1	1			
ORTHO_02117	1	1	DNA_pol_B_palm (2); HHH_8 (2); DNA_pol_B_thumb (2); DNA_pol_lambd_f (2)		
ORTHO_02118	1	1	Cation_ATPase (2); Hydrolase_3 (2); Hydrolase (2); Cation_ATPase_C (2); E1-E2_ATPase (2); Cation_ATPase_N (2)		
ORTHO_02119	1	1	FAD_binding_4 (2)	AA7.hmm (2)	
ORTHO_02120	1	1	Arm (12); HEAT_EZ (2); KAP (2); Arm_2 (1)		
ORTHO_02121	1	1	Sedlin_N (3)		
ORTHO_02122	1	1	XPG_I (2); XPG_N (2)		
ORTHO_02123	1	1	Lactamase_B (2)		
ORTHO_02124	1	1	eIF2A (2)		
ORTHO_02125	1	1	Ras (3); Roc (2); Arf (2); Gtr1_RagA (1)		
ORTHO_02126	1	1	RNase_H2_suC (2)		
ORTHO_02127	1	1	Zn_clus (2); Fungal_trans (2)		
ORTHO_02128	1	1	DNA_pol_lambd_f (2); DNA_pol_B_thumb (2); HHH_8 (2); DNA_pol_B_palm (2); HHH_5 (1)		
ORTHO_02129	1	1	adh_short_C2 (2); KR (2); adh_short (2); MFS_1 (1); Sugar_tr (1); TRI12 (1)		
ORTHO_02130	1	1	RNA_pol_A_bac (2); RNA_pol_L (2)		
ORTHO_02131	1	1	DUF3405 (2)		
ORTHO_02132	1	1			
ORTHO_02133	1	1	Proteasome (2); Proteasome_A_N (2)		MER000553 (2); MER000550 (2); MER047593 (2); MER004996 (2); MER000558 (2); MER056216 (2); MER000554 (2); MER056207 (2); MER000557 (2); MER004372 (1); MER047329 (1)
ORTHO_02134	1	1	UPF0020 (1)		
ORTHO_02135	1	1	FimP (2)		
ORTHO_02136	1	1	zf-U1 (2)		
ORTHO_02137	1	1	Mak10 (2)		
ORTHO_02138	1	1	Cerato-platanin (2)		
ORTHO_02139	1	1	SGT1 (2)		
ORTHO_02140	1	1	Ion_trans (8)		
ORTHO_02141	1	1	Pkinase (2); Pkinase_Tyr (2)		
ORTHO_02142	1	1	Memo (2)		
ORTHO_02143	1	1	Amidohydro_1 (4); Amidohydro_3 (1)		MER005767 (2)
ORTHO_02144	1	1	DAP3 (2)		
ORTHO_02145	1	1	Spo12 (2)		
ORTHO_02146	1	1	Sugar_tr (3); MFS_1 (2); TRI12 (1)		
ORTHO_02147	1	1	Fe_hyd_lg_C (2)		
ORTHO_02148	1	1	SNF5 (2); GATA (1)		
ORTHO_02149	1	1	ERG2_Sigma1R (2)		
ORTHO_02150	1	1	Ank (2); Ank_4 (2); Ank_5 (1); Ank_3 (1)		
ORTHO_02151	1	1	TPR_10 (6); TPR_12 (4); CLU (2); eIF3_p135 (2); CLU_N (2)		
ORTHO_02152	1	1	WD40 (3)		
ORTHO_02153	1	1	IBR (4)		
ORTHO_02154	1	1	SNF5 (2)		
ORTHO_02155	1	1	AdenylateSensor (3); UBA_2 (2); Pkinase_Tyr (2); Pkinase (2); DUF92 (1)		
ORTHO_02156	1	1			
ORTHO_02157	1	1	Pribosyltran_N (2); Pribosyl_synth (2); Pribosyltran (2)		
ORTHO_02158	1	1	Cation_efflux (3)		
ORTHO_02159	1	1	Esterase (2); Peptidase_S9 (2)	CE1.hmm (2)	MER043126 (2); MER061081 (2); MER061059 (2)
ORTHO_02160	1	1			
ORTHO_02161	1	1	Complex1_LYR (2)		
ORTHO_02162	1	1	Aconitase_C (2); Aconitase (2)		
ORTHO_02163	1	1	Tht1 (2)		
ORTHO_02164	1	1	Glyco_transf_34 (2)	GT34.hmm (2)	
ORTHO_02165	1	1	DSS1_SEM1 (2)		
ORTHO_02166	1	1	Arb1 (2)		
ORTHO_02167	1	1	ThiF (2); Rhodanese (2)		
ORTHO_02168	1	1	zf-CCCH (3)		
ORTHO_02169	1	1	DRIM (2)		
ORTHO_02170	1	1			
ORTHO_02171	1	1	Prp31_C (2); Nop (2)		
ORTHO_02172	1	1	HD (1)		
ORTHO_02173	1	1	Aldo_ket_red (2)		
ORTHO_02174	1	1	DnaJ (2)		
ORTHO_02175	1	1			
ORTHO_02176	1	1			
ORTHO_02177	1	1			
ORTHO_02178	1	1			
ORTHO_02179	1	1	Peptidase_C78 (2)		
ORTHO_02180	1	1	UAA (2); EamA (1)		
ORTHO_02181	1	1	Abhydrolase_3 (4); Say1_Mug180 (2)	CE10.hmm (2)	MER034960 (1); MER034959 (1)
ORTHO_02182	1	1	Syntaxin-6_N (2)		
ORTHO_02183	1	1	Amidohydro_1 (3); Amidohydro_3 (1)		MER037714 (2)
ORTHO_02184	1	1	eIF-5a (2)		
ORTHO_02185	1	1	Pkinase (4); Pkinase_Tyr (3); Response_reg (2)		
ORTHO_02186	1	1	RuvB_N (2); AAA (2); TIP49 (2)		
ORTHO_02187	1	1	Fungal_trans (2)		
ORTHO_02188	1	1	IBN_N (2)		
ORTHO_02189	1	1			
ORTHO_02190	1	1	DHH (2); DHHA2 (2)		
ORTHO_02191	1	1	DEAD (2); HA2 (2); OB_NTP_bind (2); Helicase_C (2); AAA_22 (1)		
ORTHO_02192	1	1	NAC (2)		
ORTHO_02193	1	1	eRF1_2 (2); eRF1_3 (2); eRF1_1 (2)		
ORTHO_02194	1	1	RRM_1 (2)		
ORTHO_02195	1	1			
ORTHO_02196	1	1	Cut8 (2)		
ORTHO_02197	1	1			
ORTHO_02198	1	1	Dynamin_N (2); Dynamin_M (2); MMR_HSR1 (1)		
ORTHO_02199	1	1			
ORTHO_02200	1	1	AAA_18 (2); SKI (2); AAA_33 (2); Cytidylate_kin (2); Rad17 (1); Mg_chelatase (1)		
ORTHO_02201	1	1	Arrestin_N (2)		
ORTHO_02202	1	1	Dus (2)		
ORTHO_02203	1	1	Utp11 (2)		
ORTHO_02204	1	1	Lipase_GDSL (2); Lipase_GDSL_2 (2)	CE12.hmm (2)	
ORTHO_02205	1	1	CDH-cyt (2)		
ORTHO_02206	1	1	DUF4452 (2)		
ORTHO_02207	1	1	Med14 (2)		
ORTHO_02208	1	1	CDC50 (2)		
ORTHO_02209	1	1	AdoMet_MTase (2)		
ORTHO_02210	1	1	ETF (2); ETF_alpha (2)		
ORTHO_02211	1	1	CoA_transf_3 (2); PHD (1)		
ORTHO_02212	1	1	S1 (13)		
ORTHO_02213	1	1	RNR_inhib (2)		
ORTHO_02214	1	1	SAP18 (2)		
ORTHO_02215	1	1	Aldedh (2)		
ORTHO_02216	1	1	Pkinase_Tyr (2); Pkinase (2); Kinase-like (2)		
ORTHO_02217	1	1	Ribosomal_S17_N (2); Ribosomal_S17 (2)		
ORTHO_02218	1	1	Alb1 (2)		
ORTHO_02219	1	1	SH3_2 (2); SH3_1 (2)		
ORTHO_02220	1	1	Suc_Fer-like (2)		
ORTHO_02221	1	1	Zn_clus (2); Fungal_trans (1)		
ORTHO_02222	1	1	Ribosomal_L18 (2)		
ORTHO_02223	1	1	Nuf2 (2)		
ORTHO_02224	1	1	PB1 (2); CDC24 (2); PH_10 (2); RhoGEF (2)		
ORTHO_02225	1	1	Radical_SAM_C (2); Acetyltransf_1 (2); Acetyltransf_10 (2); Radical_SAM (2)		
ORTHO_02226	1	1	GPI-anchored (2)		
ORTHO_02227	1	1	Amidohydro_2 (2)		
ORTHO_02228	1	1	SRPRB (2)		
ORTHO_02229	1	1	BolA (2)		
ORTHO_02230	1	1	ThiF (2)		
ORTHO_02231	1	1	CASP_C (2)		
ORTHO_02232	1	1	DUF1681 (2)		
ORTHO_02233	1	1			
ORTHO_02234	1	1	DUF1077 (2)		
ORTHO_02235	1	1	Pkinase (2); Pkinase_Tyr (2); Kinase-like (2)		
ORTHO_02236	1	1	WD40 (7); ANAPC4_WD40 (1)		
ORTHO_02237	1	1	Sec63 (2); Helicase_C (2); DEAD (2); ResIII (2)		
ORTHO_02238	1	1	Sugar_tr (2); MFS_1 (2)		
ORTHO_02239	1	1	Rox3 (2)		
ORTHO_02240	1	1	WSC (6); peroxidase (2)	AA2.hmm (2)	
ORTHO_02241	1	1	HMGL-like (2)		
ORTHO_02242	1	1	Cyclin (2)		
ORTHO_02243	1	1	Cyt-b5 (2); FA_hydroxylase (2)		
ORTHO_02244	1	1	BCDHK_Adom3 (2)		
ORTHO_02245	1	1			
ORTHO_02246	1	1	Ribosomal_L35Ae (2)		
ORTHO_02247	1	1	RabGAP-TBC (2)		
ORTHO_02248	1	1	UCH (2); ubiquitin (2); UCH_1 (2)		MER109092 (2); MER002892 (2); MER014115 (2); MER024887 (2); MER001882 (2); MER000757 (2); MER002667 (2); MER004316 (2); MER014634 (1); MER022489 (1); MER014629 (1); MER012131 (1)
ORTHO_02249	1	1	N6-adenineMlase (2)		
ORTHO_02250	1	1	Mpv17_PMP22 (2)		
ORTHO_02251	1	1	eIF-5_eIF-2B (2); W2 (2)		
ORTHO_02252	1	1	ATP_bind_1 (2)		
ORTHO_02253	1	1	SH3_1 (2); SH3_9 (2)		
ORTHO_02254	1	1	Catalase (2); Catalase-rel (2)		
ORTHO_02255	1	1			
ORTHO_02256	1	1	GPI-anchored (2)		
ORTHO_02257	1	1	APH (2); Choline_kinase (2)		
ORTHO_02258	1	1	DUF1917 (2)		
ORTHO_02259	1	1	Ribosomal_L50 (1)		
ORTHO_02260	1	1	Oxidored_molyb (2); Cyt-b5 (2); Mo-co_dimer (2); FAD_binding_6 (2); NAD_binding_1 (2)		
ORTHO_02261	1	1	NAD_binding_8 (2); Pyr_redox_2 (2); FMO-like (2); Pyr_redox_3 (1); K_oxygenase (1)		
ORTHO_02262	1	1	Methyltransf_4 (2)		
ORTHO_02263	1	1	Lactonase (2)		
ORTHO_02264	1	1	MMR_HSR1 (2); FeoB_N (2)		
ORTHO_02265	1	1	MFS_1 (3)		
ORTHO_02266	1	1	PAT1 (2)		
ORTHO_02267	1	1	Pkinase (2); Pkinase_Tyr (2)		
ORTHO_02268	1	1	Acetyltransf_1 (2); Acetyltransf_9 (2); Acetyltransf_10 (2); Acetyltransf_7 (1)		
ORTHO_02269	1	1	RWD (2)		
ORTHO_02270	1	1	Mus7 (2)		
ORTHO_02271	1	1	NAC (2)		
ORTHO_02272	1	1	ADH_N (2); ADH_zinc_N (2)		
ORTHO_02273	1	1	Methyltransf_23 (2); Methyltransf_11 (2); Methyltransf_12 (2); Methyltransf_31 (2); Methyltransf_25 (2); PrmA (1); MTS (1)		
ORTHO_02274	1	1	NAD_binding_11 (4); NAD_binding_2 (2)		
ORTHO_02275	1	1	Peptidase_M28 (2)		MER011487 (2); MER015688 (2); MER015338 (2); MER038832 (2); MER001911 (2); MER011461 (2); MER011462 (2); MER029965 (2); MER011464 (2); MER038831 (2)
ORTHO_02276	1	1	DUF952 (2)		
ORTHO_02277	1	1	Condensation (6); PP-binding (4); AMP-binding (2)		
ORTHO_02278	1	1	Zn_clus (2); Fungal_trans (1)		
ORTHO_02279	1	1	Tti2 (2)		
ORTHO_02280	1	1	GFO_IDH_MocA (2)	GH109.hmm (2)	
ORTHO_02281	1	1	Aminotran_1_2 (2)		
ORTHO_02282	1	1	Thiolase_C (2); Thiolase_N (2)		
ORTHO_02283	1	1	SMI1_KNR4 (2)		
ORTHO_02284	1	1	HEAT_EZ (2); Gcn1_N (2); HEAT_2 (1); Ribosomal_L19e (1)		
ORTHO_02285	1	1	Methyltransf_16 (2); Ribosomal_S24e (1); PrmA (1); Methyltransf_23 (1); PCMT (1)		
ORTHO_02286	1	1	Ribosomal_L27e (2)		
ORTHO_02287	1	1	Peptidase_S9 (2); Abhydrolase_3 (2)	CE10.hmm (2)	
ORTHO_02288	1	1	tRNA-synt_1d (2); DALR_1 (2); Arg_tRNA_synt_N (2)		
ORTHO_02289	1	1	Lipase_GDSL (2)	CE16.hmm (2)	
ORTHO_02290	1	1	Peptidase_M16_C (4); M16C_assoc (2); Peptidase_M16 (2)		MER004877 (2); MER025036 (2); MER142407 (2); MER023436 (2); MER003909 (2); MER014056 (2); MER188967 (2); MER015088 (2); MER014096 (2); MER015270 (2)
ORTHO_02291	1	1	RPA_C (2); tRNA_anti-codon (2)		
ORTHO_02292	1	1	PGI (2)		
ORTHO_02293	1	1	Oxidored_q6 (2)		
ORTHO_02294	1	1			
ORTHO_02295	1	1	ADH_zinc_N (2); ADH_N (2); ADH_zinc_N_2 (1)		
ORTHO_02296	1	1	CTNNBL (2)		
ORTHO_02297	1	1	Glyco_hydro_47 (3)	GH47.hmm (2)	
ORTHO_02298	1	1			
ORTHO_02299	1	1			
ORTHO_02300	1	1	NAPRTase (4)		
ORTHO_02301	1	1	SUR7 (2)		
ORTHO_02302	1	1	Gly_transf_sug (2)	GT32.hmm (2)	
ORTHO_02303	1	1	DUF1777 (2)		
ORTHO_02304	1	1	Pkinase_Tyr (2); Pkinase (2); Pkinase_C (2); Haspin_kinase (2)		
ORTHO_02305	1	1			
ORTHO_02306	1	1	RRN9 (2)		
ORTHO_02307	1	1	Cg6151-P (2)		
ORTHO_02308	1	1			
ORTHO_02309	1	1	eIF3_N (2); PCI (2)		
ORTHO_02310	1	1	Sad1_UNC (1)		
ORTHO_02311	1	1			
ORTHO_02312	1	1	TAL_FSA (2)		
ORTHO_02313	1	1	zf-met (2); zf-C2H2_jaz (2)		
ORTHO_02314	1	1	zf-CCHC_2 (2); DWNN (2)		
ORTHO_02315	1	1	BRCT (2)		
ORTHO_02316	1	1	Xpo1 (2)		
ORTHO_02317	1	1	bZIP_2 (2); bZIP_1 (1)		
ORTHO_02318	1	1	PHD (2); zf-RING_2 (1); zf-C3HC4 (1)		
ORTHO_02319	1	1	Amidohydro_2 (2)		
ORTHO_02320	1	1	Cyclin (2); Cyclin_N (2)		
ORTHO_02321	1	1	tRNA-synt_1b (2)		
ORTHO_02322	1	1	DAO (2)		
ORTHO_02323	1	1	AlaDh_PNT_N (2)		
ORTHO_02324	1	1	Voldacs (2)		
ORTHO_02325	1	1	Uso1_p115_head (2); Uso1_p115_C (2)		
ORTHO_02326	1	1			
ORTHO_02327	1	1	HET (2)		
ORTHO_02328	1	1	TFIIE_beta (1)		
ORTHO_02329	1	1	YchF-GTPase_C (2); MMR_HSR1 (2)		
ORTHO_02330	1	1	ApbA_C (2); ApbA (2)		
ORTHO_02331	1	1	Asp (2); TAXi_N (2); TAXi_C (1)		MER000932 (2); MER000934 (2); MER000933 (2); MER000931 (2); MER002153 (2); MER000937 (2); MER000939 (2); MER000935 (2); MER005350 (2); MER003669 (2)
ORTHO_02332	1	1	adh_short (2); adh_short_C2 (2); KR (2)		
ORTHO_02333	1	1			
ORTHO_02334	1	1			
ORTHO_02335	1	1	Chs3p (2)		
ORTHO_02336	1	1	DUF1682 (2)		
ORTHO_02337	1	1	RabGAP-TBC (2)		
ORTHO_02338	1	1	SET (3)		
ORTHO_02339	1	1	Asparaginase_2 (4)		MER017326 (2); MER017622 (2); MER016969 (2)
ORTHO_02340	1	1	DHDPS (2)		
ORTHO_02341	1	1	Snf7 (2)		
ORTHO_02342	1	1	Acyl-CoA_dh_N (2); Acyl-CoA_dh_M (2); Acyl-CoA_dh_2 (2); Acyl-CoA_dh_1 (2)		
ORTHO_02343	1	1	Methyltransf_25 (2); Methyltransf_11 (2); Methyltransf_23 (2); Methyltransf_12 (1)		
ORTHO_02344	1	1	Kelch_4 (7); Kelch_3 (4); Kelch_1 (3); Kelch_2 (2); Kelch_5 (2); Kelch_6 (2)		
ORTHO_02345	1	1	Aminotran_4 (2)		
ORTHO_02346	1	1	LIM_bind (2)		
ORTHO_02347	1	1	tRNA-synt_1b (2); Ribosomal_S10 (1)		
ORTHO_02348	1	1	ABC_membrane (2); ABC_tran (2); PAM2 (1)		
ORTHO_02349	1	1			
ORTHO_02350	1	1	WD40 (4)		
ORTHO_02351	1	1	Ribosomal_L36e (2)		
ORTHO_02352	1	1	YIF1 (2)		
ORTHO_02353	1	1	CDC37_M (2); CDC37_C (2); CDC37_N (2)		
ORTHO_02354	1	1	S4 (2); Ribosomal_S4 (2)		
ORTHO_02355	1	1	SPT2 (2)		
ORTHO_02356	1	1	tRNA-synt_1b (2)		
ORTHO_02357	1	1	Peptidase_S24 (2)		MER015644 (2); MER000602 (2); MER011348 (2); MER015613 (2); MER047379 (2); MER000600 (2)
ORTHO_02358	1	1	ABC1 (2)		
ORTHO_02359	1	1	RNA_pol_Rpb5_N (2); RNA_pol_Rpb5_C (2)		
ORTHO_02360	1	1	zf-CCHC (4); zf-CCHC_3 (3); SF1-HH (2); KH_1 (2)		
ORTHO_02361	1	1	TBP (4)		
ORTHO_02362	1	1	Coatomer_g_Cpla (2); Adaptin_N (2); HEAT_2 (2); COP-gamma_platf (2)		
ORTHO_02363	1	1	DUF383 (2); DUF384 (2)		
ORTHO_02364	1	1	CK_II_beta (2)		
ORTHO_02365	1	1	ANAPC4_WD40 (2); ANAPC4 (2)		
ORTHO_02366	1	1	p450 (2)		
ORTHO_02367	1	1	Spc24 (2)		
ORTHO_02368	1	1	NUDIX (2)		
ORTHO_02369	1	1			
ORTHO_02370	1	1	Zn_clus (2); Fungal_trans (2)		
ORTHO_02371	1	1	Rpr2 (2); DUF866 (2)		
ORTHO_02372	1	1	Fungal_trans_2 (2); Zn_clus (1)		
ORTHO_02373	1	1	DHDPS (2)		
ORTHO_02374	1	1	PDCD2_C (2)		
ORTHO_02375	1	1	Choline_sulf_C (2); Sulfatase (2); Phosphodiest (1)		
ORTHO_02376	1	1	FA_desaturase (2); DUF3474 (1)		
ORTHO_02377	1	1	DUF3405 (2); BATS (1); Radical_SAM (1)		
ORTHO_02378	1	1	WSC (4)		
ORTHO_02379	1	1	HMG_CoA_synt_N (3); HMG_CoA_synt_C (2)		
ORTHO_02380	1	1			
ORTHO_02381	1	1	Mito_carr (6)		
ORTHO_02382	1	1	MCM (3); AAA_5 (2); MCM_N (2); MCM_OB (2); Mg_chelatase (1)		
ORTHO_02383	1	1	Polysacc_deac_1 (2)	CE4.hmm (2)	
ORTHO_02384	1	1	PTH2 (2)		
ORTHO_02385	1	1	DNA_pol_E_B (2)		
ORTHO_02386	1	1	ACBP (2)		
ORTHO_02387	1	1	zf-NF-X1 (14); R3H (2)		
ORTHO_02388	1	1	p450 (3)		
ORTHO_02389	1	1	Peptidase_M24_C (2); Peptidase_M24 (2); Creatinase_N (2); Creatinase_N_2 (2)		MER003105 (2); MER014518 (2); MER002038 (2); MER004321 (2); MER002039 (2); MER004931 (2); MER005462 (2); MER016544 (2); MER016542 (2); MER004532 (1)
ORTHO_02390	1	1	Transketolase_C (2); Transket_pyr (2); F-actin_cap_A (1)		
ORTHO_02391	1	1	Nucleoside_tran (2)		
ORTHO_02392	1	1	AFG1_ATPase (2)		
ORTHO_02393	1	1	LIM (6)		
ORTHO_02394	1	1	RRM_1 (6)		
ORTHO_02395	1	1			
ORTHO_02396	1	1	ETF_QO (2); NAD_binding_8 (2)		
ORTHO_02397	1	1	T5orf172 (2); MUG113 (2)		
ORTHO_02398	1	1	HAD_2 (2); Hydrolase_like (1); Hydrolase (1)		
ORTHO_02399	1	1	14-3-3 (2)		
ORTHO_02400	1	1	Asp (3); TAXi_N (1)		MER014006 (2); MER000928 (2); MER003037 (2); MER006243 (2); MER000921 (2); MER090757 (2); MER003668 (2); MER090758 (2); MER001437 (2); MER004932 (1); MER003437 (1)
ORTHO_02401	1	1			
ORTHO_02402	1	1	Pcc1 (2)		
ORTHO_02403	1	1	Aa_trans (2); CHAT (1)		
ORTHO_02404	1	1	P5CR_dimer (2); F420_oxidored (2)		
ORTHO_02405	1	1	NST1 (2)		
ORTHO_02406	1	1	MFS_1 (2); Sugar_tr (2)		
ORTHO_02407	1	1	Sugar_tr (4)		
ORTHO_02408	1	1			
ORTHO_02409	1	1	Nucleoporin_FG (17); Ran_BP1 (2)		
ORTHO_02410	1	1	Ribosomal_L44 (2)		
ORTHO_02411	1	1	CbiA (2); ParA (2); MipZ (2); ArsA_ATPase (2)		
ORTHO_02412	1	1	PALP (2)		
ORTHO_02413	1	1	SH3_9 (2); BAR (2); SH3_1 (2); SH3_2 (2)		
ORTHO_02414	1	1	Dioxygenase_C (2); Dioxygenase_N (2)		
ORTHO_02415	1	1	Lectin_leg-like (2)		
ORTHO_02416	1	1	TRAPP (2)		
ORTHO_02417	1	1	Glyco_transf_15 (2)	GT15.hmm (2)	
ORTHO_02418	1	1	Het-C (2)		
ORTHO_02419	1	1	Peptidase_M24 (2)		MER056262 (2); MER001728 (2); MER003880 (2); MER064643 (2); MER047299 (2); MER011746 (2); MER005497 (2); MER029983 (2)
ORTHO_02420	1	1	p450 (2)		
ORTHO_02421	1	1	Glyco_transf_90 (2)	GT90.hmm (2)	
ORTHO_02422	1	1			
ORTHO_02423	1	1			
ORTHO_02424	1	1	ERO1 (2)		
ORTHO_02425	1	1	DUF1857 (2); CFEM (2)		
ORTHO_02426	1	1	Rpn3_C (2); PCI (2)		
ORTHO_02427	1	1	Iwr1 (2)		
ORTHO_02428	1	1	Pro_dh (2)		
ORTHO_02429	1	1	MFS_1 (4); Sugar_tr (2)		
ORTHO_02430	1	1	Helicase_C (2); DUF4217 (2); ResIII (2); DEAD (2)		
ORTHO_02431	1	1	Acyl-CoA_dh_M (2); Acyl-CoA_dh_N (2); Acyl-CoA_dh_2 (2); Acyl-CoA_dh_1 (2)		
ORTHO_02432	1	1			
ORTHO_02433	1	1	Rsa3 (2)		
ORTHO_02434	1	1	Elongin_A (2)		
ORTHO_02435	1	1	Lipase_GDSL_2 (2); Lipase_GDSL (2)	CE3.hmm (1)	
ORTHO_02436	1	1	MTHFR (2)		
ORTHO_02437	1	1	Zip (2)		
ORTHO_02438	1	1	Frag1 (2)		
ORTHO_02439	1	1	Gpi1 (3); UPF0203 (1)		
ORTHO_02440	1	1	Glyco_hydro_cc (2)	GH128.hmm (2)	
ORTHO_02441	1	1	AIP3 (2)		
ORTHO_02442	1	1	Proteasome (2); Pr_beta_C (2)		MER004373 (2); MER001515 (2); MER011301 (2); MER000552 (2); MER026497 (2); MER011156 (2); MER000542 (2); MER001645 (2); MER026217 (2); MER000531 (2)
ORTHO_02443	1	1	Ank_5 (4); Ank_3 (3); Ank (3); Ank_2 (3); Ank_4 (2); CorA (1)		
ORTHO_02444	1	1			
ORTHO_02445	1	1	TAXi_N (2); Asp (2)		MER011392 (2); MER078983 (2); MER000907 (2); MER037290 (2); MER037869 (2); MER000885 (2); MER000944 (1); MER000894 (1); MER037291 (1); MER005353 (1); MER004928 (1); MER013997 (1); MER000917 (1); MER081097 (1)
ORTHO_02446	1	1	fn3 (2)		
ORTHO_02447	1	1	Tim17 (2)		
ORTHO_02448	1	1	2OG-FeII_Oxy (2); DIOX_N (2)		
ORTHO_02449	1	1	URO-D (2)		
ORTHO_02450	1	1			
ORTHO_02451	1	1	2OG-FeII_Oxy_3 (2)		
ORTHO_02452	1	1	UDPG_MGDP_dh_N (3); UDPG_MGDP_dh (2); UDPG_MGDP_dh_C (2)		
ORTHO_02453	1	1	Chorismate_synt (2)		
ORTHO_02454	1	1	DUF1349 (2)		
ORTHO_02455	1	1	Lipase_3 (2)		
ORTHO_02456	1	1	Diphthami_syn_2 (2); Ribonuc_L-PSP (2)		
ORTHO_02457	1	1	FAD_binding_2 (2); NAD_binding_8 (2)		
ORTHO_02458	1	1	CUE (1)		
ORTHO_02459	1	1	Pantoate_transf (2); PEP_mutase (1)		
ORTHO_02460	1	1			
ORTHO_02461	1	1	Vma12 (2)		
ORTHO_02462	1	1	Cys_Met_Meta_PP (2); Aminotran_5 (1); DegT_DnrJ_EryC1 (1); Aminotran_1_2 (1)		
ORTHO_02463	1	1	EMP70 (2)		
ORTHO_02464	1	1	MAP65_ASE1 (2)		
ORTHO_02465	1	1	COesterase (2)	CE10.hmm (2)	MER034730 (2); MER033188 (2); MER078701 (2); MER034745 (2); MER034728 (2); MER034727 (2); MER077885 (2); MER030934 (2); MER033198 (2); MER034726 (1); MER037861 (1)
ORTHO_02466	1	1	CDC45 (4)		
ORTHO_02467	1	1	PPTA (7)		
ORTHO_02468	1	1	SPX (4); CitMHS (2); Na_sulph_symp (2)		
ORTHO_02469	1	1			
ORTHO_02470	1	1	Plus-3 (2)		
ORTHO_02471	1	1	GYF (2)		
ORTHO_02472	1	1	RRM_1 (2); eIF3g (2)		
ORTHO_02473	1	1	HLH (1)		
ORTHO_02474	1	1	Acetyltransf_1 (2); Acetyltransf_10 (2); Acetyltransf_7 (1)		
ORTHO_02475	1	1	Membr_traf_MHD (2); C2 (2); DUF810 (1)		
ORTHO_02476	1	1	F-box (2)		
ORTHO_02477	1	1	DeoC (2)		
ORTHO_02478	1	1	Sugar_tr (4); MFS_1 (2)		
ORTHO_02479	1	1	DUF3237 (2)		
ORTHO_02480	1	1	SNase (7); SMN (2); TUDOR (2)		
ORTHO_02481	1	1			
ORTHO_02482	1	1	Ssu72 (2)		
ORTHO_02483	1	1	Glyco_hydro_125 (2)	GH125.hmm (2)	
ORTHO_02484	1	1			
ORTHO_02485	1	1	tRNA-synt_2c (2); DHHA1 (2); tRNA_SAD (2)		
ORTHO_02486	1	1	DOT1 (2)		
ORTHO_02487	1	1			
ORTHO_02488	1	1	XRCC4 (2)		
ORTHO_02489	1	1	LAMTOR (2)		
ORTHO_02490	1	1	U-box (2); TPR_16 (2)		
